ISmiRNA	MFEI	NMFE	sqlen	GC	hairpinMFE	interior_loopMFE	STACKMFE	BULGEMFE
F	-0.3556764608270982	-0.15977011055781923	87	39.08045977011494	-2.779999923706055	-0.9928571156093052	-0.9266666412353516	-1.2636363289572976
F	-0.44473213127681194	-0.3447058733771829	85	65.88235294117646	-5.8599998474121096	-2.441666603088379	-2.2538460951585035	-2.441666603088379
F	-0.38525491153492647	-0.47968751192092896	64	79.6875	-6.1400001525878904	-2.790909160267223	-2.558333396911621	-3.0700000762939452
F	-0.45382756463412577	-0.391463396025867	82	70.73170731707317	-6.419999694824218	-2.4692306518554688	-1.8882352043600643	-3.209999847412109
F	-0.30981819412925027	-0.2704225459568937	71	61.971830985915496	-3.8400001525878906	-1.476923135610727	-1.476923135610727	-1.7454546148126775
F	-0.5918500226338704	-0.44831462388627985	89	67.41573033707866	-7.980000305175781	-3.0692308866060696	-2.100000080309416	-3.3250001271565757
F	-0.4469841336447095	-0.23272727619517933	110	57.27272727272727	-5.1200000762939455	-1.8285714558192663	-1.3473684411299856	-2.5600000381469727
F	-0.5298604730118153	-0.28764045372437896	89	48.31460674157304	-5.1200000762939455	-1.9692307985745943	-1.8285714558192663	-2.5600000381469727
F	-0.5365000069141388	-0.34022988944218074	87	55.172413793103445	-5.920000076293945	-2.276923106266902	-1.9733333587646484	-2.6909091255881568
F	-0.37990908362648707	-0.23690475736345565	84	52.38095238095238	-3.9799999237060546	-1.3266666412353516	-1.3266666412353516	-1.9899999618530273
F	-0.43521739130434783	-0.33766233766233766	77	59.74025974025974	-5.2	-2.0	-1.7333333333333334	-2.1666666666666665
F	-0.4457317073170732	-0.2529411764705882	85	48.23529411764706	-4.3	-1.5357142857142858	-1.1944444444444444	-1.7916666666666667
F	-0.4804800064086914	-0.34047619501749676	84	59.523809523809526	-5.720000076293945	-1.9066666920979818	-2.0428571701049805	-2.8600000381469726
F	-0.29178946595442923	-0.1870129820588347	77	49.35064935064935	-2.8799999237060545	-0.9599999745686849	-1.1076922783484826	-1.309090874411843
F	-0.39522856194632394	-0.18275861630494566	87	40.229885057471265	-3.1799999237060548	-1.223076893733098	-0.9937499761581421	-1.5899999618530274
F	-0.4038529334348791	-0.2884057915729025	69	49.27536231884058	-3.9799999237060546	-1.6583333015441895	-1.4214285441807337	-1.9899999618530273
F	-0.42257141930716374	-0.20470587786506203	85	41.1764705882353	-3.4799999237060546	-1.3384615091177134	-1.1599999745686849	-1.7399999618530273
F	-0.36399998664855954	-0.2971428462437221	70	57.142857142857146	-4.159999847412109	-1.4857142312186105	-1.3866666158040364	-1.8909090215509587
F	-0.45574468085106384	-0.30357142857142855	84	55.95238095238095	-5.1	-1.7	-1.9615384615384615	-2.3181818181818183
F	-0.45559523809523805	-0.24157303370786518	89	47.19101123595506	-4.3	-1.5357142857142858	-1.34375	-2.15
F	-0.315	-0.29365079365079366	63	58.73015873015873	-3.7	-1.3214285714285714	-2.0555555555555554	-1.6818181818181819
F	-0.3505882263183594	-0.1862499952316284	80	42.5	-2.9799999237060546	-1.2416666348775227	-1.2416666348775227	-1.3545454198663884
F	-0.43790244777028153	-0.2031914934198907	94	43.61702127659574	-3.8200000762939452	-1.193750023841858	-1.1235294342041016	-1.9100000381469726
F	-0.550883735834166	-0.33571429479689824	84	51.19047619047619	-5.6400001525878904	-1.7625000476837158	-1.4842105664704974	-2.8200000762939452
F	-0.33505553987291126	-0.22027025996027766	74	48.648648648648646	-3.2599998474121095	-1.2538460951585035	-1.164285659790039	-1.4818181124600498
F	-0.38026315287539836	-0.38533332824707034	75	76.0	-5.779999923706055	-2.223076893733098	-1.806249976158142	-2.8899999618530274
F	-0.5681911855585434	-0.5888888983078945	81	83.95061728395062	-9.54000015258789	-3.6692308279184194	-2.5105263559441817	-3.6692308279184194
F	-0.4697777896457248	-0.3595238186064221	84	64.28571428571429	-6.040000152587891	-2.5166667302449546	-2.0133333841959637	-2.5166667302449546
F	-0.29314286368233816	-0.23750000529819065	72	58.333333333333336	-3.4200000762939453	-1.3153846447284405	-1.5545454892245205	-1.4250000317891438
F	-0.52612766671688	-0.31931818615306506	88	53.40909090909091	-5.6200000762939455	-2.007142884390695	-1.4789473884984066	-2.5545454892245205
F	-0.3704210662841797	-0.3044117759255802	68	55.88235294117647	-4.1400001525878904	-1.4785714830671037	-1.3800000508626302	-2.0700000762939452
F	-0.4298888888888889	-0.363013698630137	73	61.64383561643836	-5.3	-1.7666666666666666	-2.0384615384615383	-2.409090909090909
F	-0.3466666666666667	-0.20512820512820512	78	46.15384615384615	-3.2	-1.2307692307692308	-1.3333333333333333	-1.6
F	-0.38255813953488377	-0.18617021276595744	94	45.744680851063826	-3.5	-1.25	-1.1666666666666667	-1.75
F	-0.2895625048875809	-0.13780488037481542	82	39.02439024390244	-2.2600000381469725	-0.8692307839026818	-0.7533333460489909	-0.9416666825612386
F	-0.4418604651162791	-0.21052631578947367	95	45.26315789473684	-4.0	-1.25	-1.0	-1.5384615384615385
F	-0.3814285714285714	-0.20224719101123595	89	47.19101123595506	-3.6	-1.3846153846153846	-1.0	-1.6363636363636365
F	-0.34730611723296495	-0.3791044719183623	67	73.13432835820896	-5.079999923706055	-1.6933333079020183	-2.116666634877523	-2.5399999618530273
F	-0.6532258064516129	-0.405	100	62.0	-8.1	-3.1153846153846154	-2.025	-3.6818181818181817
F	-0.36588888888888893	-0.20786516853932585	89	50.561797752808985	-3.7	-1.3214285714285714	-1.15625	-1.85
F	-0.5091428497859409	-0.3259259212164231	81	51.851851851851855	-5.279999923706055	-2.0307692014254055	-1.5529411540311926	-2.399999965320934
F	-0.5390000219906078	-0.3816326686314174	98	69.38775510204081	-7.480000305175781	-2.671428680419922	-1.7809524536132812	-3.116666793823242
F	-0.2946774193548387	-0.23015873015873015	63	49.20634920634921	-2.9	-1.2083333333333333	-0.9666666666666667	-1.2083333333333333
F	-0.31404878453510565	-0.17011494472109037	87	47.12643678160919	-2.9600000381469727	-1.2333333492279053	-1.138461553133451	-1.4800000190734863
F	-0.5121874868869781	-0.2709090839732777	110	58.18181818181818	-5.959999847412109	-2.1285713740757535	-2.1285713740757535	-2.709090839732777
F	-0.38380951200212754	-0.3815384498009315	65	64.61538461538461	-4.959999847412109	-1.9076922490046575	-1.4588234845329733	-2.2545453851873223
F	-0.4419642857142857	-0.44	75	74.66666666666667	-6.6	-2.5384615384615383	-2.357142857142857	-3.3
F	-0.4543666776021322	-0.3686046600341797	86	69.76744186046511	-6.340000152587891	-2.2642857687813893	-1.7611111534966364	-2.881818251176314
F	-0.2848695771590523	-0.2527777883741591	72	63.888888888888886	-3.6400001525878904	-1.4000000586876502	-1.4000000586876502	-1.8200000762939452
F	-0.39607547760009765	-0.31219512660328935	82	64.63414634146342	-5.1200000762939455	-2.133333365122477	-1.4222222434149847	-1.9692307985745943
F	-0.28495238894508	-0.1545454588803378	88	47.72727272727273	-2.720000076293945	-1.0461538754976714	-1.3600000381469726	-1.3600000381469726
F	-0.335	-0.2835820895522388	67	56.71641791044776	-3.8	-1.4615384615384615	-1.3571428571428572	-1.4615384615384615
F	-0.5120000076293946	-0.27234042959010346	94	50.0	-5.1200000762939455	-1.8285714558192663	-1.600000023841858	-2.5600000381469727
F	-0.42200000762939455	-0.23977273160761053	88	50.0	-4.220000076293945	-1.5071428843906947	-1.6230769524207482	-2.1100000381469726
F	-0.5777999725341797	-0.324242408829506	99	55.55555555555556	-6.419999694824218	-2.2928570338657925	-1.5285713559105283	-3.209999847412109
F	-0.30166667302449546	-0.2262500047683716	80	60.0	-3.6200000762939455	-1.5083333651224773	-1.5083333651224773	-1.8100000381469727
F	-0.41170211548500873	-0.343999989827474	75	62.666666666666664	-5.159999847412109	-2.3454544760964136	-1.4333332909478083	-1.9846153259277344
F	-0.3627678513526917	-0.2811764661003562	85	65.88235294117646	-4.779999923706055	-1.9916666348775227	-1.7071428298950195	-2.3899999618530274
F	-0.5352962825916432	-0.30721648698000564	97	55.670103092783506	-5.959999847412109	-2.292307633620042	-1.4899999618530273	-2.4833332697550454
F	-0.4660714183534894	-0.463999989827474	75	74.66666666666667	-6.959999847412109	-3.4799999237060546	-2.174999952316284	-2.8999999364217124
F	-0.43517646452959846	-0.3382716002287688	81	62.96296296296296	-5.479999923706055	-1.9571428298950195	-1.712499976158142	-2.2833333015441895
F	-0.3924827641454236	-0.3226190521603539	84	69.04761904761905	-5.420000076293945	-2.258333365122477	-2.258333365122477	-2.7100000381469727
F	-0.42868332767486567	-0.3247190968374188	89	67.41573033707866	-5.779999923706055	-2.0642856870378767	-1.605555534362793	-2.627272692593661
F	-0.568265644311905	-0.5543210064923322	81	79.01234567901234	-8.980000305175782	-4.081818320534446	-2.1380953107561385	-3.2071429661342075
F	-0.33793938607880564	-0.24117646497838638	68	48.529411764705884	-3.279999923706055	-1.490909056230025	-1.822222179836697	-1.490909056230025
F	-0.36092307017399716	-0.2956521683844967	69	56.52173913043478	-4.079999923706055	-1.8545454198663884	-1.6999999682108562	-2.0399999618530273
F	-0.3603018757082382	-0.3220779121696175	77	68.83116883116882	-4.959999847412109	-1.7714285169328963	-1.9076922490046575	-2.4799999237060546
F	-0.4133793156722496	-0.3654321034749349	81	71.60493827160494	-5.920000076293945	-2.276923106266902	-2.114285741533552	-2.6909091255881568
F	-0.4485957514986079	-0.2988095283508301	84	55.95238095238095	-5.020000076293945	-1.7928571701049805	-1.6733333587646484	-2.5100000381469725
F	-0.3554782548158065	-0.30684930984288045	73	63.013698630136986	-4.479999923706055	-1.5999999727521623	-1.4933333079020181	-2.0363636016845703
F	-0.4058536585365854	-0.40625	64	64.0625	-5.2	-2.1666666666666665	-1.8571428571428572	-2.1666666666666665
F	-0.4637454653653232	-0.41923077901204425	78	70.51282051282051	-6.540000152587891	-2.5153846740722656	-1.8166667090521917	-3.2700000762939454
F	-0.4694693814491739	-0.35061727924111447	81	60.49382716049383	-5.679999923706054	-2.1846153552715597	-1.774999976158142	-2.5818181471391157
F	-0.521444460550944	-0.2600000080309416	95	47.36842105263158	-4.94000015258789	-1.7642857687813895	-1.2350000381469726	-2.2454546148126777
F	-0.4879756248288038	-0.3049382810239439	81	50.617283950617285	-4.94000015258789	-2.058333396911621	-1.6466667175292968	-2.470000076293945
F	-0.40673683367277447	-0.21904761450631277	84	45.23809523809524	-3.6799999237060548	-1.6727272380482068	-1.2266666412353515	-1.8399999618530274
F	-0.4989230838188758	-0.29361702533478434	94	55.319148936170215	-5.520000076293945	-2.1230769524207482	-1.5333333545260959	-2.1230769524207482
F	-0.29953125	-0.19014084507042253	71	45.070422535211264	-2.7	-1.2272727272727273	-1.0384615384615385	-1.2272727272727273
F	-0.3031578947368421	-0.2222222222222222	72	52.77777777777778	-3.2	-1.1428571428571428	-1.1428571428571428	-1.4545454545454546
F	-0.33822917342185976	-0.22470588684082032	85	56.470588235294116	-3.8200000762939452	-1.3642857415335519	-1.1235294342041016	-1.7363636710427024
F	-0.48093748490015664	-0.25578946565326893	95	50.526315789473685	-4.8599998474121096	-1.6199999491373698	-1.5187499523162842	-2.209090839732777
F	-0.5857894495913857	-0.4122222052680122	90	63.333333333333336	-7.419999694824218	-3.709999847412109	-1.6863635670055042	-3.0916665395100913
F	-0.448695652173913	-0.27906976744186046	86	53.48837209302326	-4.8	-1.6	-1.2	-2.1818181818181817
F	-0.5251071310043335	-0.3885057383570178	87	64.36781609195403	-6.759999847412109	-2.414285659790039	-1.9882352492388558	-3.3799999237060545
F	-0.3914399871826172	-0.27738094329833984	84	59.523809523809526	-4.659999847412109	-1.4562499523162842	-1.4562499523162842	-2.118181748823686
F	-0.5971428571428572	-0.34545454545454546	110	63.63636363636363	-7.6	-2.533333333333333	-1.7272727272727273	-3.4545454545454546
F	-0.5638695816371752	-0.26464647235292377	99	46.464646464646464	-5.240000152587891	-2.183333396911621	-1.4555555979410808	-2.381818251176314
F	-0.41929412673501404	-0.21728395532678674	81	41.97530864197531	-3.5200000762939454	-1.4666666984558105	-1.1733333587646484	-1.353846183189979
F	-0.410666679099754	-0.2863636450334029	88	61.36363636363637	-5.040000152587891	-1.9384615971491888	-1.8000000544956751	-2.290909160267223
F	-0.39749999046325685	-0.18705881904153263	85	40.0	-3.1799999237060548	-0.9937499761581421	-1.3249999682108562	-1.5899999618530274
F	-0.3422999839782715	-0.1940476099650065	84	47.61904761904762	-3.2599998474121095	-1.3583332697550456	-1.3583332697550456	-1.6299999237060547
F	-0.3552666759490967	-0.2000000052256127	73	41.0958904109589	-2.9200000762939453	-1.1230769524207482	-1.0428571701049805	-1.3272727619517932
F	-0.43249998092651365	-0.2035294027889476	85	40.0	-3.459999847412109	-1.2357142312186105	-1.2357142312186105	-1.5727272033691406
F	-0.3024285647982643	-0.23835615915794894	73	57.534246575342465	-3.4799999237060546	-1.2428571156093053	-1.2428571156093053	-1.7399999618530273
F	-0.4271276595744681	-0.3767123287671233	73	64.38356164383562	-5.5	-2.1153846153846154	-2.1153846153846154	-2.2916666666666665
F	-0.42893180413679644	-0.28765431156864874	81	54.32098765432099	-4.659999847412109	-1.941666603088379	-1.941666603088379	-2.118181748823686
F	-0.547558154616245	-0.32588236191693476	85	50.588235294117645	-5.540000152587891	-1.8466667175292968	-1.6294118095846737	-2.308333396911621
F	-0.6251110876174201	-0.41855668530021745	97	64.94845360824742	-8.11999969482422	-2.5374999046325684	-2.7066665649414063	-4.05999984741211
F	-0.4480263308474892	-0.3026666768391927	75	50.666666666666664	-4.540000152587891	-1.6214286259242467	-2.2700000762939454	-2.2700000762939454
F	-0.36586045287376223	-0.3304347715516021	69	62.31884057971015	-4.55999984741211	-1.7538460951585035	-1.5199999491373697	-2.0727272033691406
F	-0.3866896668795881	-0.2831460759880837	89	65.1685393258427	-5.040000152587891	-1.8000000544956751	-1.4000000423855252	-2.290909160267223
F	-0.5571219662922184	-0.3481481575671537	81	50.617283950617285	-5.6400001525878904	-2.1692308279184194	-1.5666667090521917	-2.5636364329944956
F	-0.3694444444444444	-0.2714285714285714	70	51.42857142857143	-3.8	-1.5833333333333333	-1.2666666666666666	-1.5833333333333333
F	-0.3859230599036583	-0.19885056594322467	87	44.827586206896555	-3.459999847412109	-1.441666603088379	-1.1533332824707032	-1.7299999237060546
F	-0.521111121001067	-0.28714286259242466	70	38.57142857142857	-4.020000076293945	-1.5461538754976714	-1.3400000254313151	-1.8272727619517932
F	-0.33687499165534973	-0.21999999455043248	70	45.714285714285715	-3.0799999237060547	-1.2833333015441895	-1.0999999727521623	-1.3999999653209338
F	-0.4	-0.28125	80	56.25	-4.5	-1.6071428571428572	-1.25	-2.0454545454545454
F	-0.47387234748678003	-0.29425287794792787	87	54.02298850574713	-5.1200000762939455	-1.8285714558192663	-1.9692307985745943	-2.5600000381469727
F	-0.3914102564102564	-0.3028169014084507	71	54.929577464788736	-4.3	-1.6538461538461537	-1.5357142857142858	-1.7916666666666667
F	-0.37931708824343796	-0.23703704645604262	81	50.617283950617285	-3.8400001525878906	-1.476923135610727	-1.2800000508626301	-1.7454546148126775
F	-0.5221621621621622	-0.4057971014492754	69	53.6231884057971	-5.6	-2.1538461538461537	-1.6470588235294117	-2.8
F	-0.39951219512195124	-0.23214285714285715	84	48.80952380952381	-3.9	-1.3928571428571428	-1.3	-1.7727272727272727
F	-0.3860425648790725	-0.3500000105963813	72	65.27777777777777	-5.040000152587891	-1.8000000544956751	-1.8000000544956751	-2.5200000762939454
F	-0.5183889071146647	-0.25232559026673784	86	41.86046511627907	-4.340000152587891	-1.5500000544956751	-1.2764706331140854	-1.9727273420854048
F	-0.3831346090023334	-0.2632183864198882	87	59.770114942528735	-4.579999923706055	-1.5266666412353516	-1.431249976158142	-2.2899999618530273
F	-0.3090731774306879	-0.2444444497426351	72	56.94444444444444	-3.5200000762939454	-1.1733333587646484	-1.2571428843906947	-1.7600000381469727
F	-0.41722640343432155	-0.33703702761803145	81	65.4320987654321	-5.459999847412109	-2.7299999237060546	-1.6058823080623852	-2.7299999237060546
F	-0.53	-0.3081395348837209	86	50.0	-5.3	-1.8928571428571428	-1.65625	-2.409090909090909
F	-0.38628570556640623	-0.2112499952316284	80	43.75	-3.3799999237060545	-1.2071428298950195	-1.299999970656175	-1.6899999618530273
F	-0.49687499999999996	-0.29444444444444445	90	53.333333333333336	-5.3	-1.7666666666666666	-1.4722222222222223	-2.409090909090909
F	-0.3988181747089733	-0.26097560510402773	82	53.65853658536585	-4.279999923706055	-1.528571401323591	-1.4266666412353515	-1.9454545107754795
F	-0.4988157724079333	-0.2623529322007123	85	44.705882352941174	-4.459999847412109	-1.7153845566969652	-1.4866666158040365	-2.027272657914595
F	-0.357658522070908	-0.241025631244366	78	52.56410256410256	-3.7599998474121095	-1.566666603088379	-1.1749999523162842	-1.8799999237060547
F	-0.5457222122616238	-0.44468084294745264	94	76.59574468085107	-8.359999847412109	-3.4833332697550454	-2.1999999598452917	-3.7999999306418677
F	-0.6876865671641792	-0.4896907216494845	97	69.0721649484536	-9.5	-3.9583333333333335	-2.261904761904762	-3.6538461538461537
F	-0.43835295733283547	-0.2875000105963813	72	47.22222222222222	-4.1400001525878904	-1.5923077509953425	-1.2937500476837158	-2.0700000762939452
F	-0.38149998664855955	-0.259523800441197	84	57.142857142857146	-4.3599998474121096	-1.816666603088379	-1.453333282470703	-2.1799999237060548
F	-0.5048999905586243	-0.2060606022073765	99	40.4040404040404	-4.079999923706055	-1.4571428298950195	-1.0199999809265137	-1.8545454198663884
F	-0.4279999923706055	-0.26749999523162843	80	50.0	-4.279999923706055	-1.7833333015441895	-1.337499976158142	-1.646153816810021
F	-0.39308332390255396	-0.1786516811070817	89	40.449438202247194	-3.1799999237060548	-1.1357142584664481	-1.059999974568685	-1.5899999618530274
F	-0.6165833489100139	-0.30816327309121894	98	48.97959183673469	-6.040000152587891	-2.323076981764573	-1.5100000381469727	-2.5166667302449546
F	-0.47499999133023346	-0.27866666158040365	75	44.0	-4.179999923706054	-1.4928571156093053	-1.2294117422664868	-1.8999999653209338
F	-0.410625	-0.2465753424657534	73	43.83561643835616	-3.6	-1.2857142857142858	-1.2857142857142858	-1.8
F	-0.49599998474121093	-0.25306121670469944	98	50.0	-4.959999847412109	-1.5499999523162842	-1.3052631177400287	-2.066666603088379
F	-0.4036470693700454	-0.1553191529943588	94	36.170212765957444	-2.9200000762939453	-1.1230769524207482	-1.0428571701049805	-1.3272727619517932
F	-0.38279999160766603	-0.19772726839238947	88	45.45454545454545	-3.4799999237060546	-1.3384615091177134	-1.087499976158142	-1.7399999618530273
F	-0.34891428102765765	-0.1651162768519202	86	40.69767441860465	-2.839999961853027	-1.0142857006617956	-0.9466666539510091	-1.2909090735695579
F	-0.5288888798819648	-0.2635294072768267	85	42.35294117647059	-4.479999923706055	-1.5999999727521623	-1.3176470363841337	-2.2399999618530275
F	-0.47347824262536087	-0.1799999930641868	110	41.81818181818182	-3.959999847412109	-1.414285659790039	-1.2374999523162842	-1.9799999237060546
F	-0.48002562204996746	-0.19896906429959327	97	40.20618556701031	-3.8599998474121096	-1.3785713740757533	-1.3785713740757533	-1.7545453851873225
F	-0.4050000190734863	-0.14727273420854048	110	40.0	-3.2400001525878905	-1.1571429116385323	-1.0125000476837158	-1.6200000762939453
F	-0.6192592514885796	-0.27636363289572974	110	49.09090909090909	-6.079999923706055	-2.171428544180734	-1.3818181644786487	-2.5333333015441895
F	-0.45414635030234735	-0.20631579348915502	95	43.1578947368421	-3.9200000762939453	-1.3066666920979817	-1.0888889100816515	-1.9600000381469727
F	-0.4410606060606061	-0.2887323943661972	71	46.478873239436616	-4.1	-1.7083333333333333	-1.28125	-1.8636363636363635
F	-0.32615624576807023	-0.20704225083472025	71	45.070422535211264	-2.9399999618530273	-1.0499999863760812	-1.224999984105428	-1.3363636190241033
F	-0.44418916960020327	-0.18210525512695314	95	38.94736842105263	-3.459999847412109	-1.2357142312186105	-0.8649999618530273	-1.441666603088379
F	-0.507234029566988	-0.3724999904632568	80	58.75	-5.959999847412109	-2.1285713740757535	-2.1285713740757535	-2.9799999237060546
F	-0.4518823735854205	-0.18152174742325491	92	36.95652173913044	-3.3400001525878906	-1.1133333841959636	-1.0437500476837158	-1.6700000762939453
F	-0.3368421052631579	-0.2	80	47.5	-3.2	-1.3333333333333333	-0.8	-1.2307692307692308
F	-0.4045454372059215	-0.2373333231608073	75	44.0	-3.5599998474121093	-1.369230710543119	-0.9368420651084498	-1.618181748823686
F	-0.6448275862068965	-0.3090909090909091	110	52.72727272727273	-6.8	-2.2666666666666666	-1.619047619047619	-3.090909090909091
F	-0.3916216309006149	-0.1788888931274414	90	41.111111111111114	-3.220000076293945	-1.0733333587646485	-1.006250023841858	-1.4636363983154297
F	-0.3891621780395508	-0.24285715276544745	77	48.05194805194805	-3.7400001525878905	-1.335714340209961	-1.4384615971491888	-1.558333396911621
F	-0.5236000213623047	-0.4452381134033203	84	71.42857142857143	-7.480000305175781	-2.671428680419922	-2.493333435058594	-3.7400001525878905
F	-0.42	-0.3888888888888889	72	66.66666666666667	-5.6	-2.1538461538461537	-1.8666666666666667	-2.3333333333333335
F	-0.3466046439769656	-0.2271604891176577	81	53.08641975308642	-3.6799999237060548	-1.4153845860407903	-1.6727272380482068	-1.8399999618530274
F	-0.3768648735252586	-0.1976190521603539	84	44.04761904761905	-3.3200000762939452	-1.1066666920979817	-1.276923106266902	-1.3833333651224773
F	-0.3734374940395355	-0.31866666158040363	75	64.0	-4.779999923706055	-1.7071428298950195	-1.8384615091177134	-2.3899999618530274
F	-0.39095744680851063	-0.32666666666666666	75	62.666666666666664	-4.9	-1.75	-1.53125	-2.0416666666666665
F	-0.3538461465101976	-0.24533332824707033	75	52.0	-3.6799999237060548	-1.5333333015441895	-1.4153845860407903	-1.5333333015441895
F	-0.5928999875386556	-0.37040815548020967	98	61.224489795918366	-7.259999847412109	-2.5928570883614674	-2.0166666242811413	-3.6299999237060545
F	-0.426936163800828	-0.32151898251304145	79	59.49367088607595	-5.079999923706055	-1.8142856870378767	-1.587499976158142	-2.3090908744118432
F	-0.27360975940053056	-0.22253521395401216	71	57.74647887323944	-3.160000038146973	-1.2153846300565279	-1.5800000190734864	-1.5800000190734864
F	-0.3937755234387456	-0.26705883250517004	85	57.64705882352941	-4.540000152587891	-1.6214286259242467	-1.4187500476837158	-2.0636364329944956
F	-0.44499998092651366	-0.2373333231608073	75	40.0	-3.5599998474121093	-1.369230710543119	-1.1124999523162842	-1.7799999237060546
F	-0.3528000068664551	-0.2419753133514781	81	55.55555555555556	-3.9200000762939453	-1.9600000381469727	-19.600000381469727	-1.9600000381469727
F	-0.45536842948512024	-0.2452380997794015	84	45.23809523809524	-4.1200000762939455	-1.471428598676409	-1.471428598676409	-1.8727273074063389
F	-0.4516666730244954	-0.31882353389964385	85	60.0	-5.420000076293945	-1.9357143129621233	-1.8066666920979817	-2.4636363983154297
F	-0.6253424657534247	-0.37727272727272726	110	66.36363636363636	-8.3	-2.4411764705882355	-1.8863636363636365	-4.15
F	-0.5168571671985445	-0.48358211232655085	67	62.6865671641791	-6.480000305175781	-2.492307809682993	-2.0250000953674316	-3.2400001525878905
F	-0.5196226659810768	-0.38117648853975183	85	62.35294117647059	-6.480000305175781	-2.3142858232770647	-1.5428572155180431	-2.9454546841708096
F	-0.4265116403269213	-0.3742857251848493	70	61.42857142857143	-5.240000152587891	-1.8714286259242467	-1.8714286259242467	-2.381818251176314
F	-0.45749999999999996	-0.391025641025641	78	66.66666666666667	-6.1	-2.5416666666666665	-1.6944444444444444	-2.5416666666666665
F	-0.4404706057380227	-0.2461538559351212	78	43.58974358974359	-3.8400001525878906	-1.3714286259242467	-1.1294118095846737	-1.9200000762939453
F	-0.33454544760964133	-0.22999999523162842	80	55.0	-3.6799999237060548	-1.3142856870378767	-1.2266666412353515	-1.6727272380482068
F	-0.3985116151321766	-0.3305555449591743	72	59.72222222222222	-4.759999847412109	-1.8307691720815806	-1.8307691720815806	-2.1636362942782315
F	-0.3040322580645161	-0.2230769230769231	65	47.69230769230769	-2.9	-1.0357142857142858	-1.0357142857142858	-1.45
F	-0.3390250067710876	-0.2690140898798553	71	56.33802816901409	-3.8200000762939452	-1.2733333587646485	-1.7363636710427024	-1.9100000381469726
F	-0.46125	-0.32926829268292684	82	58.53658536585366	-5.4	-2.25	-1.9285714285714286	-2.7
F	-0.3782499837875366	-0.20941175573012408	85	47.05882352941177	-3.5599998474121093	-1.1866666158040364	-1.1124999523162842	-1.618181748823686
F	-0.36094442897372775	-0.24383560598713078	73	49.31506849315068	-3.5599998474121093	-1.369230710543119	-1.1866666158040364	-1.618181748823686
F	-0.6140000152587891	-0.2790909160267223	110	50.0	-6.1400001525878904	-1.9187500476837158	-1.2280000305175782	-2.558333396911621
F	-0.35766666666666663	-0.21264367816091953	87	51.724137931034484	-3.7	-1.5416666666666667	-1.15625	-1.6818181818181819
F	-0.42884209683066915	-0.2309523764110747	84	45.23809523809524	-3.8799999237060545	-1.4923076629638672	-1.212499976158142	-1.9399999618530273
F	-0.4670769133934608	-0.1858585820053563	99	39.39393939393939	-3.6799999237060548	-1.3142856870378767	-0.7999999834143597	-1.5333333015441895
F	-0.6128571257299307	-0.24818181124600497	110	44.54545454545455	-5.459999847412109	-1.7062499523162842	-1.240909056230025	-2.48181811246005
F	-0.35157896343030426	-0.20875000953674316	80	47.5	-3.3400001525878906	-1.1928571973528181	-1.1133333841959636	-1.5181818875399502
F	-0.34711110644870335	-0.16136363419619473	88	40.90909090909091	-2.839999961853027	-0.835294106427361	-1.0923076776357799	-1.4199999809265136
F	-0.6154054054054053	-0.23232323232323232	99	37.37373737373738	-4.6	-1.5333333333333334	-1.2105263157894737	-2.3
F	-0.4400000095367432	-0.1600000034679066	110	40.0	-3.5200000762939454	-1.1733333587646484	-0.8800000190734864	-1.6000000346790662
F	-0.4648285903930664	-0.21494253750505118	87	40.229885057471265	-3.7400001525878905	-1.246666717529297	-1.038888931274414	-1.8700000762939453
F	-0.5091428811209543	-0.1840909177606756	88	31.818181818181817	-3.2400001525878905	-1.3500000635782878	-0.8100000381469726	-1.1571429116385323
F	-0.5408333566453722	-0.16090909784490412	110	32.72727272727273	-3.540000152587891	-1.2642857687813895	-0.8045454892245206	-1.4750000635782878
F	-0.4547368601748818	-0.21333334181043836	90	42.22222222222222	-3.8400001525878906	-1.3714286259242467	-1.0666667090521917	-1.7454546148126775
F	-0.3075510161263602	-0.12454545281150124	110	44.54545454545455	-2.7399999618530275	-0.9133333206176758	-0.8058823417214787	-1.3699999809265138
F	-0.4935	-0.27976190476190477	84	47.61904761904762	-4.7	-1.5666666666666667	-1.8076923076923077	-2.35
F	-0.4656000185012817	-0.1979381521952521	97	41.23711340206186	-3.8400001525878906	-1.3714286259242467	-1.0105263559441817	-1.7454546148126775
F	-0.417599981035505	-0.19310343950644307	87	40.229885057471265	-3.3599998474121096	-1.292307633620042	-0.9882352492388558	-1.5272726579145952
F	-0.33421875	-0.2246376811594203	69	46.3768115942029	-3.1	-1.0333333333333334	-1.0333333333333334	-1.4090909090909092
F	-0.3233142901829311	-0.1682926852528642	82	42.68292682926829	-2.7600000381469725	-0.9200000127156576	-0.7666666772630479	-1.2545454718849876
F	-0.3941999931335449	-0.2703703656608676	81	55.55555555555556	-4.3799999237060545	-1.8249999682108562	-1.5642856870378767	-2.1899999618530273
F	-0.2742857142857143	-0.2222222222222222	72	58.333333333333336	-3.2	-1.3333333333333333	-1.0666666666666667	-1.4545454545454546
F	-0.39060001373291015	-0.3013888994852702	72	55.55555555555556	-4.340000152587891	-1.5500000544956751	-1.2764706331140854	-1.9727273420854048
F	-0.3288444527520074	-0.15408163654560947	98	45.91836734693877	-3.0200000762939454	-1.0066666920979819	-1.0785714558192663	-1.3727273074063389
